,id,breed
644,0fbfe941d913c3976a13cc4925e67389,rhodesian_ridgeback
646,0fc1bd3c4d89b3f89dc91605032fa8f9,rhodesian_ridgeback
648,0fc6556b7504fc473d8bdaa0a555a4de,samoyed
679,1095f3f511b5d85db6e614fc6cf58250,pug
694,10f790eb0fe5653c1980ddd983ec79c4,samoyed
721,11c0aaa58a419a61513b5c1f27b67f16,samoyed
725,11de51e128d743d0d40dd8ce3b4fdb92,old_english_sheepdog
731,120c338a78b113785c31e4ebf11d229e,pug
738,1241cd8dc2ee02844a420b6d0afbc97e,bernese_mountain_dog
777,1351c4f7cec88e8ba56ada4c772d84f5,bernese_mountain_dog
799,13cab1309bdaf21aa17cf71fd6f88a65,old_english_sheepdog
802,13e2d0cb1fa62d3085be6877bd7e85cb,pomeranian
837,146fcb253fd7b73b2c9f20d91a49f400,chihuahua
864,151474b992b295f69547839e31271dd0,chihuahua
874,153f05ef64f050530ea746a357855b20,pug
895,15d25fb9d0b922b4943b312509e95c21,pomeranian
910,164c3b823c400cea20ad0a3426e1eeea,chihuahua
918,16941a6728ddb9cb7423a6cc97fbe071,old_english_sheepdog
932,16d9e14772868ce890909983e53af8d7,bernese_mountain_dog
954,173d5eb6a645eee683442be8101d398e,samoyed
961,179bdadf902bf8447e9eebbe63553d24,golden_retriever
963,17a64c7a240d8c3b208eb371297189a6,golden_retriever
975,17f69b6a170c33a8786d566f6dc9b8d5,chihuahua
976,1804c9f9d48a34ab283e3a39006936f2,pomeranian
977,18178aae17060733ebce2cff03413a8c,samoyed
980,181fadf5f2222c0791c7a02fad19bab1,pomeranian
1003,18b631157527e14b007e570175c921a3,samoyed
1004,18b79147982f9a14c768a256d3696a16,old_english_sheepdog
1017,1929eb9a7cf1fe75c0731a27545d8893,samoyed
1025,193febd185d575924192c0f989076cd3,pug
1053,1a15be6688dbe57ebab56b735bbe29f6,rhodesian_ridgeback
1068,1a8aaa3e469d8a07ad9f3d7667f7ca52,bernese_mountain_dog
1077,1ac99811729824259ded81d3bbed7762,samoyed
1078,1ad1668986f5e9413d37f4481d5cecc7,samoyed
1079,1ad234ed7e26a66994dc71c89cb9810a,pug
1085,1adf573efd5f90c4b11be12afbf66e3d,chihuahua
1110,1ba6f0bfea9b9313b16472227b8f15ec,old_english_sheepdog
1120,1bf7434edd621126af61b0a7b74177c8,pug
1145,1c80cbd184334b339e5eba8aaa6ae929,samoyed
1162,1cf650efe8efbadf87c1fd3c12dbdd05,pomeranian
1192,1db6673169b83ed310c140a7ecea695d,pug
1201,1dd157eb81bd16a7c44b923aff1c1815,bernese_mountain_dog
1230,1e5ce138280eabd214664398f19491b3,bernese_mountain_dog
1236,1e95ba957cc6f8cf9094c952250cf24e,rhodesian_ridgeback
1237,1e998f09db4f87eebc1fd5cbafd4aca7,golden_retriever
1238,1e99c23d5ce88bc408cb8c1111d86796,bernese_mountain_dog
1242,1eb1c5f3d6b335b16c27738abd943008,old_english_sheepdog
1243,1eb28a82080de0447017caf4d03d3934,bernese_mountain_dog
1245,1ec644acf1ed5209697c163919207d3e,golden_retriever
1261,1f4be7638f86f04289e75363befcd19f,rhodesian_ridgeback
1288,201a8f529b0243eec23d94c406ca98cc,pug
1293,202c3ed2fa2c50b736fb3c4cc8fe903c,samoyed
1295,202d6e58dc961b63c647cb8991294c6f,samoyed
1299,203a82da35da69a6517e0dce4d072071,golden_retriever
1306,205cbf889d8ce64e6f61ae2563fbb9f8,chihuahua
1316,209d8e99fc9bbdefe264bd4c71200b4b,chihuahua
1324,20bf4cd949afa66f38a99b9c815a1102,samoyed
1329,20c98bf7b5842a48b2d491e591736afb,bernese_mountain_dog
1345,2127048d6519984ef2f5e5255a250733,pug
1350,21362f7f3d079a6cbc8b72432fd8b11d,golden_retriever
1377,21dfeebc515160a484d64eb9bb12bb93,bernese_mountain_dog
1387,221566cd0df650574a67d37e3791f208,pug
1388,221d6a5556c33cebd3d2f51eb6565dcf,samoyed
1400,2292aac9af3c3646720d9401612390c2,rhodesian_ridgeback
1406,22c44ed27b40a8dc151ae65961c59fe8,pug
1409,22df91a9c602fd14d87ea62784f179d0,pug
1427,236262b824225211b6716cebfcf6317f,bernese_mountain_dog
1428,2379e29942819dcae1f1ea97446aaaf6,bernese_mountain_dog
1439,23eafc49b99c85a9cc8b21441b23402f,golden_retriever
1444,2411cc0aecc999e710569021b03f0800,old_english_sheepdog
1450,2434d734f7ca85eb4733884ba23b7c68,old_english_sheepdog
1455,243c8cae6ff9dbc1d40651bd2af23ac4,pug
1458,244f4aef47cdfb6b4a5a58398ad10b06,samoyed
1493,24eff2c8a8903d51bf1c1888351f6494,chihuahua
1512,256b9947f9be5c60b21fa969fa51fe2e,bernese_mountain_dog
1519,25982a31ae3190f007a4a072599a0959,pug
1534,25e4cf89d2558df2a189d4d6e76efcb1,pomeranian
1543,2626c1fd506611569c5ac02967e783cf,chihuahua
1585,2741e3ca0ac4e0f7810e7c66e2f260fb,pug
1587,27576fac0bc6f4795852d8767e824237,pomeranian
1604,27943110bcfed97bd1daa662a484d870,old_english_sheepdog
1620,28192a31f9b51c06019dd62fcbf984c6,pomeranian
1621,28294e8620e31bf4364d99b2cfda387f,pomeranian
1628,2858f1f3828793a37f0728bfd66fc6f4,samoyed
1635,287f86494e176daaa00b9a3b1b2e763d,old_english_sheepdog
1655,2917c652aa90dd5908994b25c10ba674,bernese_mountain_dog
1681,29a318650fe7abdd9f37e0d147b58e4b,pomeranian
1711,2a76b2b8bdfe494930ea2ea4d1daff57,rhodesian_ridgeback
1719,2aa7d0d2b23d7ec4032526fc1684d8f7,chihuahua
1723,2ac10837ecb82f466b9a9f60bacfe99f,samoyed
1725,2ac9a62048bf2bbce0c8b42b15130ec3,rhodesian_ridgeback
1734,2ae784251c577222be8f7f3cef36e2d0,golden_retriever
1738,2b0b8b38b39912cbe671211199a2ecf3,rhodesian_ridgeback
1747,2b42884366cd108df865e465d4b65e7c,rhodesian_ridgeback
1754,2b5fabdc8822e1624d697103e1bd6c3c,bernese_mountain_dog
1757,2b91d80384844026e7c81f40cef49403,old_english_sheepdog
1758,2ba1e0f500b72e3e2abe67bc913b3335,old_english_sheepdog
1775,2c1fd9683a30755e964da94b233334d8,old_english_sheepdog
1784,2c49f0018041256a35e4c81a94fa1f92,rhodesian_ridgeback
1792,2c6747e75d62a9137f6d51e6d52dc61a,bernese_mountain_dog
1856,2db5c814202dff431a0f984ad9df7140,golden_retriever
1881,2e72be4f088bbf9071d28cb6a0ddf0fd,pug
1925,2f811d41fd9d4195785dc0f65c26125a,rhodesian_ridgeback
1941,2fd760238f5a77668218f0c90ef4793d,chihuahua
1957,3031dcb1d296c3904655ad0e2c6ab9f9,pomeranian
1971,30b36f084d553f729147c3f344fd9455,old_english_sheepdog
1982,30e70f0309eeb142b7b6c74f938f0d6a,rhodesian_ridgeback
1983,30f2346a18ad08659cd3c9b24328a60e,golden_retriever
1998,319d31cd075dbfb583d1d9a804b8bbfd,rhodesian_ridgeback
2021,322ae8b57db468bdaee8f450e980cf8a,chihuahua
2034,329cc823101c76d6f7c066d05f02d5e2,old_english_sheepdog
2035,32a0fa176c5f069933d4ed4f4088e370,chihuahua
2069,33bed0b3d39633e869ce50873d22ed3a,rhodesian_ridgeback
2078,33e5c8e3053bcde9a4590a7d177f9175,chihuahua
2080,33e6e9778f204b714e7f205b6830da7d,pomeranian
2097,343c79b4abb43a96fcc8590cc95a6142,pomeranian
2101,34477dd85d981cbc58da5a6704e4c27f,samoyed
2103,3452530c98c5575462f66181d5c8ae05,pug
2144,356c4208d3298e914c96d6de56328334,samoyed
2170,364bbe6fb891f50e904613581d6cf3ac,chihuahua
2184,36b6be29fc246ceb52d58ab01584773e,pomeranian
2238,37f1a6d8a5a2e3929afa8bdfc47aea2c,rhodesian_ridgeback
2246,3819208dd44ea6101beca5de80e2bad4,old_english_sheepdog
2250,383a4848931aa3c6c8ba315bdb6ed4ea,pomeranian
2262,387603961b4002a45c703147e086760a,pomeranian
2268,389170dbd339b95acb9e1373da77f2f8,pug
2285,38ecebe27257f12dd04dbcdd19b2dad3,samoyed
2289,39100e5819539a8b3418e907fa51426d,old_english_sheepdog
2305,3976ced5b536c12b5f9fead049089575,pomeranian
2318,39c678ffdaee17e856ee93ec7d4644e6,old_english_sheepdog
2324,39e60de9434ac684f2b204378ed5126f,samoyed
2327,39f5ee5da6ce1d8b05f359c7b2b852cd,pomeranian
2329,39fe853bee715a664a4e8c359ce1f070,rhodesian_ridgeback
2340,3a36af8136011500b89c3352d3ff40dc,pomeranian
2348,3a5ee5179351ec35c761ca460a6ffa20,pomeranian
2355,3ab52c53de2d5938989d18d1a3248a1f,samoyed
2398,3ba209acedcab97fcece8095c54c11f6,old_english_sheepdog
2409,3c065e008579b47bb0dc587a423c4233,old_english_sheepdog
2416,3c2b54572a0d76921cc45568129274ec,rhodesian_ridgeback
2431,3c75e138214ec62ee4a584050f110c5c,bernese_mountain_dog
2432,3c88c3f8bd67f1a274395e845414b4bb,old_english_sheepdog
2434,3c8b026a371181f328fb94f5c133b21e,samoyed
2449,3d0973463d32d5f5ba74db812b8e11d1,golden_retriever
2493,3e1035f74968053507d1fc11db1ad88f,rhodesian_ridgeback
2503,3e59cfed26b58362a9c8aec711c3c6f8,golden_retriever
2509,3e798829f7d4bc1820b4bb7f466a4a87,old_english_sheepdog
2520,3eda7915db371a5908b29137704004ee,samoyed
2539,3f43c5d4c9a860c4c36a724453ba81c2,bernese_mountain_dog
2578,4025c67b4183b9dca4037eaa4531ba1b,bernese_mountain_dog
2586,4042a82105d88638a0e7dd2ae2f6710a,samoyed
2593,4063b7db933fb806c97559d4c3bcab7e,rhodesian_ridgeback
2607,40c60521d0a2479b53794c185721c29b,pug
2652,41b303da4d541ba4b8d9162881f706fc,bernese_mountain_dog
2658,41c563d7e2951d0d04dd8c8cd4d50c33,pomeranian
2667,41f8aa08a201a2c2fa5a60ced8eadf34,samoyed
2700,42a294b2c65e0f3dc8c4ba451b53a31a,rhodesian_ridgeback
2704,42bbe88b83049f89c22f08f824b04aad,old_english_sheepdog
2714,42f76673fdeb73fe705963452fc19ab4,pug
2735,435e5761414ec753e7941d2d8dcefd36,pug
2755,43c77db3424becc68da6a3d44591b2cc,samoyed
2758,43ddb2c0c2afe67a01f5c3705df34f71,rhodesian_ridgeback
2764,43f725b6576704d7126e0e333cb1ba24,bernese_mountain_dog
2782,4478c81c9391174de6acc2afc2af3217,rhodesian_ridgeback
2786,447fb3c3e90378c69e71208ff3ce8803,golden_retriever
2818,4552e694e0dc79e9cbd44e9b0625e925,bernese_mountain_dog
2821,45624028f1d58c99a258ee5e57f79fa7,rhodesian_ridgeback
2822,456c99786d8c96a075518d8ecb8aa809,golden_retriever
2832,45c0203e9d2d18b5ed5f061589e24956,pug
2833,45c500a40d2bc460ed48337a8893ebc5,samoyed
2836,45d4d86af38c934a078fc85417c95735,chihuahua
2845,460d64ddd549b5bbbd92aa25ff6c75e6,bernese_mountain_dog
2858,46738c232475e5f1016b942741ce5dd0,rhodesian_ridgeback
2874,46face412f869902099b081490f1cd80,old_english_sheepdog
2875,470af08ca80c554c02367a0e1a90bc39,bernese_mountain_dog
2879,4731255ed645b22e2cf13c20c9ce7520,pug
2893,478faa4d28d22cb844d417ca59a0e7c9,pomeranian
2953,48ef9a23f06d758bae5524d57d2592d2,pomeranian
2954,490c833562a01e699bc8dd9747ba33f4,rhodesian_ridgeback
2968,493cafda8f5871aa73c815ad6bdcfda9,bernese_mountain_dog
2974,496ff6d8b62644b35c39b735e95887f5,bernese_mountain_dog
3016,4a844fbe8e45618962aa8440cc881035,bernese_mountain_dog
3028,4ae4d80eca630ded983a3fb845baa67c,golden_retriever
3044,4b310ee3481bd8c44bac0cb7b1ee103a,pug
3049,4b532a761edf37dd9898b6bb7000476a,chihuahua
3103,4ca9f95b45b1f51ccb2ce51f0341798c,chihuahua
3113,4ceeeab13a29903058fbc4fcdd6cf71d,pomeranian
3120,4d182297da4054905b1de22d440b50da,pug
3123,4d49a0f1dbd0d2a80bbfcfd2d55a8936,samoyed
3130,4d6bd9c5ec39dce290aa89809a222b3b,bernese_mountain_dog
3141,4d92f179c97da98bd132defd96f567fe,samoyed
3146,4db214f01a18bc86674737115f96673e,pug
3149,4dbc5fc297988620e6ff907650e72cf2,pug
3167,4e28faeac21c113ef4fb34e3db1e4d77,old_english_sheepdog
3216,4fc14336c3d48b5dea196f90020a8eff,pug
3246,5086b396f901bf0a9f00ed64f8951c55,pomeranian
3252,50c50de3f2fa733d729309d09ba2398c,pomeranian
3255,50da32396bff4b805b32e79eb21e53d2,pomeranian
3256,50dedc60ff5e0129b060fed8737c5e9a,old_english_sheepdog
3275,515d4bc7bd9aac40d0de16b4bc345543,old_english_sheepdog
3279,5170bb1397bf687ade980e913f7741e9,old_english_sheepdog
3289,51c0c9e80619fed2bd743867c1a1b0b0,pug
3291,51c877eefa09249a4539c8fa5444b694,bernese_mountain_dog
3304,520669e34a522e1c14cf17dd0eda03be,old_english_sheepdog
3318,5260608983283e195add912bb885bf2b,samoyed
3334,52d3d97a39a2d38256d4677e6ea38845,samoyed
3341,52fc29c928f5fdaeb8e3fd012cb3af4b,bernese_mountain_dog
3351,5335f60de809010c1e01de557d8b19f8,chihuahua
3363,5372ce11fe19b19be54100297154bf77,rhodesian_ridgeback
3379,53efa969f346dbea87b4629deed66aed,rhodesian_ridgeback
3389,541454486d3fd58e7f2a9c458596cc22,chihuahua
3397,547231618deb73591ff006835eb13765,pomeranian
3406,54b10039e84833cec7c977b53fb92621,pomeranian
3431,555445531dc58fb1b54c94f48a112e97,golden_retriever
3432,5558e25c7f89a21ea4f6d6e7659edc36,chihuahua
3452,55e2302f809b4536cda46fd6b7f76418,pug
3458,56045081c05b0c04a57a44fd8f9e6299,bernese_mountain_dog
3474,56744ff0b89dd63940ce49d07ea9efa4,pug
3492,56e02e860ef31fa25a39f1640260e68e,golden_retriever
3504,5750bc244cb8b9d13414f9696d6b36d9,pomeranian
3507,576697bcf5b920ffc43bacc427043e59,pomeranian
3520,57b423fb3fbdf8d7aae4dfe8b4c8daf7,rhodesian_ridgeback
3534,5806f8f446366e2c5ebdf8c1801fff91,chihuahua
3541,581f448cf08f746bbd282a6ec1c9d9d0,bernese_mountain_dog
3548,583ecb9b0612f272a8be2e9960a09424,pug
3556,586fed74a07df1d04f3c477a408d3f7c,bernese_mountain_dog
3566,58b65ec927e0fbc07c006ee3f10cd16c,pomeranian
3578,590a36ff3259c880ef67f49d53fb0b58,rhodesian_ridgeback
3592,594ab95be088c207c235d9af32dad5a7,golden_retriever
3604,597afffd75f056b6961808cfb8d2125c,chihuahua
3610,59c501b1915b7d11cba0de464cfc0c44,rhodesian_ridgeback
3617,59e3b551d67480c6e59493b5f66ce9f9,samoyed
3629,5a25e01de0b1793ad0872c100bb8d2ca,golden_retriever
3631,5a2b52e94c6d0a8e0d733ed6eb7fc0ea,old_english_sheepdog
3647,5ac2bca9d9b2b8f772e19fd65d5e475c,pug
3655,5b0f7cff2d9bc9b7caabf8de7d5864bb,chihuahua
3686,5bfd9576067a577da2cc278db7aae2e7,bernese_mountain_dog
3710,5c6e3db6929a459c23f709a63d50927c,old_english_sheepdog
3719,5ca1ffd7a6d09951f5ae0afca1635b02,chihuahua
3732,5cd231784d822f0e68721536c40a81d8,samoyed
3740,5cfe4cfc9790c8bbacc4bb3d739f2d76,golden_retriever
3741,5d069ae9687026683abab52379ae2ad1,bernese_mountain_dog
3747,5d1b4ea2e14208ed4523f80bba2f015f,pomeranian
3768,5d990bcb3c5ff74857c8f0bb374067b8,rhodesian_ridgeback
3810,5e41160d5c65c05daa117f3044f9a66f,samoyed
3814,5e71ba03916e20fe5de552dece9a089b,chihuahua
3827,5ecf7ce9b3f1e12d3303c5b2bd40010e,golden_retriever
3828,5ed0024700ee7dc770ce03215913e740,samoyed
3841,5f2f399057c20adf719960310f661e67,golden_retriever
3851,5f652b4b42ee2ca369388f36f11bcf6a,pomeranian
3857,5fa23b71f28b1121a274522e3a3f09b6,bernese_mountain_dog
3874,601bb80886380047cd3b8ffdb9654d62,samoyed
3888,6071f004fc268cd480eabe456d49578a,pomeranian
3893,6093b245f9b85f0f39f9824cc0279029,old_english_sheepdog
3899,60e429dd1a022d087a06b71e3fbbaffc,rhodesian_ridgeback
3930,619a4aa6eb94117557fa13d2cdeeced4,samoyed
3937,61c915a4460bc188b3524dfd8746db67,pomeranian
3949,61fca65e5c0f5ae5ef7977ade431ee20,samoyed
3963,625ff10f472290f567bc57641c8409dc,old_english_sheepdog
3977,62b930bc746b25a1a68518194c0ef059,chihuahua
3985,62f99c152e3fec1693820120e1c361e7,rhodesian_ridgeback
4007,63aa22cfbcdf6637ce75d8bfd16f4dc7,pug
4020,6414f74e7f59cce0844799cf3bc4242b,rhodesian_ridgeback
4027,643a4dc357ee0066f1994cc9d59b9af4,rhodesian_ridgeback
4035,64644021b0fc03719953cb793ff920f5,pomeranian
4040,6487f0f5886fa4e46ef422d8069acb8d,pug
4043,6496959bd5a27de3cb15e771ca2ae7b3,pug
4056,64fb6f3f5c3b545a9be92985b5fda3a7,bernese_mountain_dog
4066,652002389a04e168a2fc6a0b23f988bf,golden_retriever
4075,6573f4cbce4151ff07c30dc7efbf071a,pomeranian
4088,65cd559abd686738f972bf12273ab38b,rhodesian_ridgeback
4110,664fcdf9528464aee007c046919b006e,chihuahua
4150,674a772d6200cb572545dd038faefbb1,samoyed
4179,67fb16917bbb69e5f2a646b0bddfb68a,bernese_mountain_dog
4183,680d7f247d8303c0cd1c4a1283bb3d25,pomeranian
4190,682b51b416de3eaa5d723f3d130d7a2e,bernese_mountain_dog
4191,683c074d4fdcbf8a3856fcb3f11de76f,chihuahua
4221,692e38e7a69583757cfdcecd6533b84a,samoyed
4222,692f74d3096490fc5ba1b49ec31ef3f8,chihuahua
4235,6972c90ba01fc7b846c70912b5e65a9e,rhodesian_ridgeback
4239,6985868ae61fe1bf70df21daab794219,pomeranian
4247,69c5d6ddfb492128c05de0829659a35a,chihuahua
4253,6a0c2894b8125ff6ee91bcadeab176b9,pomeranian
4264,6a5922845fe652449fbbbdb05ce5c32b,samoyed
4266,6a6e90b821c64c6ff66d548086843ab1,pomeranian
4267,6a6f872fcb352f7d011b654e879778a2,old_english_sheepdog
4284,6ad75b6d8df1443af1704b8cdf858632,golden_retriever
4316,6b8b353147ae45f29d58ba0c41723750,pomeranian
4320,6bb1f7a386fa0b9fcf94d4500686b0fd,rhodesian_ridgeback
4331,6c1454affc087e6d9d0466f429ae62cc,pug
4335,6c22373b6656afe451bf441018342f67,bernese_mountain_dog
4390,6d954966a8db66c516beafac3efad4e0,rhodesian_ridgeback
4401,6de1b44c95bb9e1ec1e5892f145c19b3,pomeranian
4425,6e83d477ab18e964cb7e182fc8cf9625,pomeranian
4439,6ed008f02d1914e33f46b42f27dd5ad0,old_english_sheepdog
4441,6eeae947efa8162eb3b8e8a0bafc7997,samoyed
4442,6eeed1da5bc3fb8327fd1c801cec40eb,chihuahua
4466,6f7286e4adbb6f2f066eb47a87f92554,rhodesian_ridgeback
4471,6f9bac41b5be5ee6baecc9e7ef8f2c2a,golden_retriever
4472,6f9f76d5b090ee0691154de6cbc70c2f,pomeranian
4491,7035172c071b6774e427e923078549cb,golden_retriever
4502,70685fef6eaf5cddd4de563cd6b5763c,samoyed
4513,70b77300c679d4767114038f9fb567d9,golden_retriever
4538,7151b63b2f604fa01b59870c8b8baec3,rhodesian_ridgeback
4560,720f6fa34b0eb27d998eb879bee468b7,pug
4573,72556f9cd9283ce102041be218831f2e,chihuahua
4594,72cd5b0c4da39b4499cf34f2c7a94f99,chihuahua
4598,7307fb8fb51c7317e12aa86a021fddb1,golden_retriever
4615,7357e516c31c862461b63e21e52213d1,pomeranian
4629,73c1e0720accf32b84fe8d1af6aa450c,rhodesian_ridgeback
4636,73cc3c43334e3d658ced97c70ba303cb,pug
4644,7408e8f78e6b1e7372010d145c7f7684,old_english_sheepdog
4650,7457e64fb9aa1cc085e95378b076ba23,old_english_sheepdog
4659,74869ebe0ee87a2b2addb1818c0eb152,samoyed
4677,753567eba07d2765269cc1f2a317ddb1,old_english_sheepdog
4684,75703ca3c8e8b821fc02f3c3afd22674,pomeranian
4690,759bb32a985a262b36499e7269605460,pug
4699,75f56fd5d5b7ca2303d46bcca675395b,old_english_sheepdog
4728,7696ddcd73ef242b1a571a415f8382d1,pomeranian
4738,76d9f6a0b04ea4997e7c58abef533377,bernese_mountain_dog
4745,77025d2001aabd615d18015a28ef8893,pug
4760,778e71af58e7431ccc91543e5d645f73,old_english_sheepdog
4765,77a089032276f7edce828022c3dca3e8,samoyed
4769,77b3b214f0a852524906fba0f3f97f0d,samoyed
4781,77f7c791ba91d7e755a7038c3a23cf8b,rhodesian_ridgeback
4783,7804443416f4fb5ac314f0df5301a115,old_english_sheepdog
4786,781aff4e974e88a2677fe0dfb67b4f84,old_english_sheepdog
4811,78b7197ade3d5e29873a7ea27adc760c,rhodesian_ridgeback
4826,790ca20d3532a647cc20751fc063ff1b,bernese_mountain_dog
4830,792fa603050f93605bb6329092a07db9,rhodesian_ridgeback
4877,7a4cc5606cf632ad77a2285186352aac,samoyed
4916,7b527da769b3609402f77c00e55aa83d,chihuahua
4956,7caaaff799fc9dbd4f1295fbc3da564e,rhodesian_ridgeback
4965,7cf1957388808131567bd534b9f44738,pug
4988,7dc6c8e4af37515a897c914fe2f650d3,pug
4999,7e51be6584255a09aad57cc33e83f68b,bernese_mountain_dog
5008,7e8e985373e6db3c52c2e1f8c1ac313c,pug
5010,7ea325bc0e17ee42620b0bbca1118400,pug
5032,7f5723c0d512b52da81943350b107d87,bernese_mountain_dog
5035,7f5e1539c7806a7c9cd92361d4f89f25,bernese_mountain_dog
5038,7f63e3a6abc3ec3e0fd937ee99897f19,rhodesian_ridgeback
5058,8014cba37576a7698c3cd58131e7e54f,pomeranian
5059,80181f7a6d35f2afc9351f43993e5e60,pomeranian
5064,8050fe38de16177e26022a275b943966,samoyed
5066,8059290af9f126949d82235d5c01e1cf,rhodesian_ridgeback
5068,805dfc98b2d4969db208fb757ae6f3af,pomeranian
5102,810204f42e3659e0f314a937c460947c,samoyed
5116,815079d1d62429b3134f2afa1a53ef65,golden_retriever
5123,816f335f43b007f659fc7f8527301661,pomeranian
5124,8174c92381421de8ab5cfb54366a086e,pomeranian
5141,81eab1d83dc63275941ee473de31e248,bernese_mountain_dog
5157,82774b211b700b0b0d7616b75520f511,chihuahua
5171,82d2fcc2f9b7da5f93ee38885e914520,golden_retriever
5199,8347ff4200278ebc03d010d7646dd767,bernese_mountain_dog
5202,8357f2fef489156a7b2eddd9b92429d1,golden_retriever
5211,83868fecf5f61bdbe6ee8c86fe1de258,pomeranian
5216,83a52bda51841168400d245cff401f98,chihuahua
5230,83fad0718581a696132c96c166472627,pug
5235,840db91ba4600148f3dcb06ec419b421,pomeranian
5248,8452a26d7243a299ea782a7ba4036f1f,samoyed
5252,8463aa43d88bee057082434ccc806bb0,bernese_mountain_dog
5269,84b612a8e43c6debbc9951cb24ec9ba0,old_english_sheepdog
5301,859433a164cbb202cfcf57ee6b24217d,samoyed
5306,85aa7704009ba5e05f4b73fc96602b7c,rhodesian_ridgeback
5336,864dd68d1079dd10a784dbd2ff2c3995,samoyed
5351,86b9f437a4969f42f38b20ac4d7d7e7c,golden_retriever
5378,87b33815ce34f2c2d98b2374c32ce3a5,pomeranian
5450,8992306d8e9bd6b844ebbdcec53d9925,samoyed
5451,89962510e8e4ad50a1de642bf49945df,pomeranian
5453,89b539e909f580be06923c40ec11c477,pug
5454,89bdd9a0e2f6869c8c19785838f9c030,old_english_sheepdog
5456,89c19bac9df678011ab39df96c7b6328,bernese_mountain_dog
5467,8a066dcad24606cf4a5e1ada81093989,golden_retriever
5474,8a2519eb2577ce76ccedd4283f44354c,pomeranian
5517,8b332e46e140af54feecbdff46cad87b,old_english_sheepdog
5519,8b3ed0409cab6259bd3f444bdb99bc38,pomeranian
5526,8b7c503438843feb509ac38f505f77e1,pomeranian
5533,8bba6c2e3b2994c4e313d2c489e29880,golden_retriever
5535,8bbdac6dc170956cbf2e73c55b611a12,pomeranian
5536,8bd89fdacf4254cbb1739c541b654351,old_english_sheepdog
5544,8bf5bd677a71e574a08dfd4fe7af1461,pomeranian
5550,8c1b4527b9d6fa6dce004f83325240b6,pug
5566,8c7e23bd90d01d924555b942be79844b,rhodesian_ridgeback
5589,8d32ca9b3faddc11fa5488ab18b4cefe,chihuahua
5598,8d628ba3a953baa57b98f46a18ae9f4b,chihuahua
5604,8d86decc51df3d4730dd01ea23d531ec,samoyed
